driver,car,qualifying_time,season,round
ericsson,Sauber,1:35.816,2016,16
nasr,Sauber,1:35.949,2016,16
jolyon_palmer,Renault,1:35.999,2016,16
ocon,Manor Marussia,1:36.451,2016,16
wehrlein,Manor Marussia,1:36.587,2016,16
alonso,McLaren,1:37.155,2016,16
rosberg,Mercedes,1:30.647,2016,17
hamilton,Mercedes,1:30.660,2016,17
raikkonen,Ferrari,1:30.949,2016,17
vettel,Ferrari,1:31.028,2016,17
max_verstappen,Red Bull,1:31.178,2016,17
ricciardo,Red Bull,1:31.240,2016,17
perez,Force India,1:31.961,2016,17
grosjean,Haas F1 Team,1:31.961,2016,17
hulkenberg,Force India,1:32.142,2016,17
gutierrez,Haas F1 Team,1:32.547,2016,17
bottas,Williams,1:32.315,2016,17
massa,Williams,1:32.380,2016,17
kvyat,Toro Rosso,1:32.623,2016,17
sainz,Toro Rosso,1:32.685,2016,17
alonso,McLaren,1:32.689,2016,17
jolyon_palmer,Renault,1:32.807,2016,17
button,McLaren,1:32.851,2016,17
kevin_magnussen,Renault,1:33.023,2016,17
ericsson,Sauber,1:33.222,2016,17
nasr,Sauber,1:33.332,2016,17
ocon,Manor Marussia,1:33.353,2016,17
wehrlein,Manor Marussia,1:33.561,2016,17
hamilton,Mercedes,1:34.999,2016,18
rosberg,Mercedes,1:35.215,2016,18
ricciardo,Red Bull,1:35.509,2016,18
max_verstappen,Red Bull,1:35.747,2016,18
raikkonen,Ferrari,1:36.131,2016,18
vettel,Ferrari,1:36.358,2016,18
hulkenberg,Force India,1:36.628,2016,18
bottas,Williams,1:37.116,2016,18
massa,Williams,1:37.269,2016,18
sainz,Toro Rosso,1:37.326,2016,18
perez,Force India,1:37.353,2016,18
alonso,McLaren,1:37.417,2016,18
kvyat,Toro Rosso,1:37.480,2016,18
gutierrez,Haas F1 Team,1:37.773,2016,18
jolyon_palmer,Renault,1:37.935,2016,18
ericsson,Sauber,1:39.356,2016,18
grosjean,Haas F1 Team,1:38.308,2016,18
kevin_magnussen,Renault,1:38.317,2016,18
button,McLaren,1:38.327,2016,18
wehrlein,Manor Marussia,1:38.548,2016,18
nasr,Sauber,1:38.583,2016,18
ocon,Manor Marussia,1:38.806,2016,18
hamilton,Mercedes,1:18.704,2016,19
rosberg,Mercedes,1:18.958,2016,19
max_verstappen,Red Bull,1:19.054,2016,19
ricciardo,Red Bull,1:19.133,2016,19
hulkenberg,Force India,1:19.330,2016,19
raikkonen,Ferrari,1:19.376,2016,19
vettel,Ferrari,1:19.381,2016,19
bottas,Williams,1:19.551,2016,19
massa,Williams,1:20.032,2016,19
sainz,Toro Rosso,1:20.378,2016,19
alonso,McLaren,1:20.282,2016,19
perez,Force India,1:20.287,2016,19
button,McLaren,1:20.673,2016,19
kevin_magnussen,Renault,1:21.131,2016,19
ericsson,Sauber,1:21.536,2016,19
wehrlein,Manor Marussia,1:21.785,2016,19
gutierrez,Haas F1 Team,1:21.401,2016,19
kvyat,Toro Rosso,1:21.454,2016,19
nasr,Sauber,1:21.692,2016,19
ocon,Manor Marussia,1:21.881,2016,19
grosjean,Haas F1 Team,1:21.916,2016,19
hamilton,Mercedes,1:10.736,2016,20
rosberg,Mercedes,1:10.838,2016,20
raikkonen,Ferrari,1:11.404,2016,20
max_verstappen,Red Bull,1:11.485,2016,20
vettel,Ferrari,1:11.495,2016,20
ricciardo,Red Bull,1:11.540,2016,20
grosjean,Haas F1 Team,1:11.937,2016,20
hulkenberg,Force India,1:12.104,2016,20
perez,Force India,1:12.165,2016,20
alonso,McLaren,1:12.266,2016,20
bottas,Williams,1:12.420,2016,20
gutierrez,Haas F1 Team,1:12.431,2016,20
massa,Williams,1:12.521,2016,20
kvyat,Toro Rosso,1:12.726,2016,20
sainz,Toro Rosso,1:12.920,2016,20
jolyon_palmer,Renault,1:13.258,2016,20
button,McLaren,1:13.276,2016,20
kevin_magnussen,Renault,1:13.410,2016,20
wehrlein,Manor Marussia,1:13.427,2016,20
ocon,Manor Marussia,1:13.432,2016,20
ericsson,Sauber,1:13.623,2016,20
nasr,Sauber,1:13.681,2016,20
hamilton,Mercedes,1:38.755,2016,21
rosberg,Mercedes,1:39.058,2016,21
ricciardo,Red Bull,1:39.589,2016,21
raikkonen,Ferrari,1:39.604,2016,21
vettel,Ferrari,1:39.661,2016,21
max_verstappen,Red Bull,1:39.818,2016,21
hulkenberg,Force India,1:40.501,2016,21
perez,Force India,1:40.519,2016,21
alonso,McLaren,1:41.106,2016,21
massa,Williams,1:41.213,2016,21
bottas,Williams,1:41.084,2016,21
button,McLaren,1:41.272,2016,21
gutierrez,Haas F1 Team,1:41.480,2016,21
grosjean,Haas F1 Team,1:41.564,2016,21
jolyon_palmer,Renault,1:41.820,2016,21
wehrlein,Manor Marussia,1:41.995,2016,21
kvyat,Toro Rosso,1:42.003,2016,21
kevin_magnussen,Renault,1:42.142,2016,21
nasr,Sauber,1:42.247,2016,21
ocon,Manor Marussia,1:42.286,2016,21
sainz,Toro Rosso,1:42.393,2016,21
ericsson,Sauber,1:42.637,2016,21
hamilton,Mercedes,1:22.188,2017,1
vettel,Ferrari,1:22.456,2017,1
bottas,Mercedes,1:22.481,2017,1
raikkonen,Ferrari,1:23.033,2017,1
max_verstappen,Red Bull,1:23.485,2017,1
grosjean,Haas F1 Team,1:24.074,2017,1
massa,Williams,1:24.443,2017,1
sainz,Toro Rosso,1:24.487,2017,1
kvyat,Toro Rosso,1:24.512,2017,1
ricciardo,Red Bull,1:23.989,2017,1
perez,Force India,1:25.081,2017,1
hulkenberg,Renault,1:25.091,2017,1
alonso,McLaren,1:25.425,2017,1
ocon,Force India,1:25.568,2017,1
ericsson,Sauber,1:26.465,2017,1
giovinazzi,Sauber,1:26.419,2017,1
kevin_magnussen,Haas F1 Team,1:26.847,2017,1
vandoorne,McLaren,1:26.858,2017,1
stroll,Williams,1:27.143,2017,1
jolyon_palmer,Renault,1:28.244,2017,1
hamilton,Mercedes,1:31.678,2017,2
vettel,Ferrari,1:31.864,2017,2
bottas,Mercedes,1:31.865,2017,2
raikkonen,Ferrari,1:32.140,2017,2
ricciardo,Red Bull,1:33.033,2017,2
massa,Williams,1:33.507,2017,2
hulkenberg,Renault,1:33.580,2017,2
perez,Force India,1:33.706,2017,2
kvyat,Toro Rosso,1:33.719,2017,2
stroll,Williams,1:34.220,2017,2
sainz,Toro Rosso,1:34.150,2017,2
kevin_magnussen,Haas F1 Team,1:34.164,2017,2
alonso,McLaren,1:34.372,2017,2
ericsson,Sauber,1:35.046,2017,2
giovinazzi,Sauber,1:34.963,2017,2
vandoorne,McLaren,1:35.023,2017,2
grosjean,Haas F1 Team,1:35.223,2017,2
jolyon_palmer,Renault,1:35.279,2017,2
max_verstappen,Red Bull,1:35.433,2017,2
ocon,Force India,1:35.496,2017,2
bottas,Mercedes,1:28.769,2017,3
hamilton,Mercedes,1:28.792,2017,3
vettel,Ferrari,1:29.247,2017,3
ricciardo,Red Bull,1:29.545,2017,3
raikkonen,Ferrari,1:29.567,2017,3
max_verstappen,Red Bull,1:29.687,2017,3
hulkenberg,Renault,1:29.842,2017,3
massa,Williams,1:30.074,2017,3
grosjean,Haas F1 Team,1:30.763,2017,3
jolyon_palmer,Renault,1:31.074,2017,3
kvyat,Toro Rosso,1:30.923,2017,3
stroll,Williams,1:31.168,2017,3
wehrlein,Sauber,1:31.414,2017,3
ocon,Force India,1:31.684,2017,3
alonso,McLaren,1:32.054,2017,3
sainz,Toro Rosso,1:32.118,2017,3
vandoorne,McLaren,1:32.313,2017,3
perez,Force India,1:32.318,2017,3
ericsson,Sauber,1:32.543,2017,3
kevin_magnussen,Haas F1 Team,1:32.900,2017,3
vettel,Ferrari,1:33.194,2017,4
raikkonen,Ferrari,1:33.253,2017,4
bottas,Mercedes,1:33.289,2017,4
hamilton,Mercedes,1:33.767,2017,4
ricciardo,Red Bull,1:34.905,2017,4
massa,Williams,1:35.110,2017,4
max_verstappen,Red Bull,1:35.161,2017,4
hulkenberg,Renault,1:35.285,2017,4
perez,Force India,1:35.337,2017,4
ocon,Force India,1:35.430,2017,4
sainz,Toro Rosso,1:35.948,2017,4
stroll,Williams,1:35.964,2017,4
kvyat,Toro Rosso,1:35.968,2017,4
kevin_magnussen,Haas F1 Team,1:36.017,2017,4
alonso,McLaren,1:36.660,2017,4
jolyon_palmer,Renault,1:36.462,2017,4
vandoorne,McLaren,1:37.070,2017,4
wehrlein,Sauber,1:37.332,2017,4
ericsson,Sauber,1:37.507,2017,4
grosjean,Haas F1 Team,1:37.620,2017,4
hamilton,Mercedes,1:19.149,2017,5
vettel,Ferrari,1:19.200,2017,5
bottas,Mercedes,1:19.373,2017,5
raikkonen,Ferrari,1:19.439,2017,5
max_verstappen,Red Bull,1:19.706,2017,5
ricciardo,Red Bull,1:20.175,2017,5
alonso,McLaren,1:21.048,2017,5
perez,Force India,1:21.070,2017,5
massa,Williams,1:21.232,2017,5
ocon,Force India,1:21.272,2017,5
kevin_magnussen,Haas F1 Team,1:21.329,2017,5
sainz,Toro Rosso,1:21.371,2017,5
hulkenberg,Renault,1:21.397,2017,5
grosjean,Haas F1 Team,1:21.517,2017,5
wehrlein,Sauber,1:21.803,2017,5
ericsson,Sauber,1:22.332,2017,5
jolyon_palmer,Renault,1:22.401,2017,5
stroll,Williams,1:22.411,2017,5
vandoorne,McLaren,1:22.532,2017,5
kvyat,Toro Rosso,1:22.746,2017,5
raikkonen,Ferrari,1:12.178,2017,6
vettel,Ferrari,1:12.221,2017,6
bottas,Mercedes,1:12.223,2017,6
max_verstappen,Red Bull,1:12.496,2017,6
ricciardo,Red Bull,1:12.998,2017,6
sainz,Toro Rosso,1:13.162,2017,6
perez,Force India,1:13.329,2017,6
grosjean,Haas F1 Team,1:13.349,2017,6
button,McLaren,1:13.613,2017,6
vandoorne,McLaren,1:13.249,2017,6
kvyat,Toro Rosso,1:13.516,2017,6
hulkenberg,Renault,1:13.628,2017,6
kevin_magnussen,Haas F1 Team,1:13.959,2017,6
hamilton,Mercedes,1:14.106,2017,6
massa,Williams,1:20.529,2017,6
ocon,Force India,1:14.101,2017,6
jolyon_palmer,Renault,1:14.696,2017,6
stroll,Williams,1:14.893,2017,6
wehrlein,Sauber,1:15.159,2017,6
ericsson,Sauber,1:15.276,2017,6
hamilton,Mercedes,1:11.459,2017,7
vettel,Ferrari,1:11.789,2017,7
bottas,Mercedes,1:12.177,2017,7
raikkonen,Ferrari,1:12.252,2017,7
max_verstappen,Red Bull,1:12.403,2017,7
ricciardo,Red Bull,1:12.557,2017,7
massa,Williams,1:12.858,2017,7
perez,Force India,1:13.018,2017,7
ocon,Force India,1:13.135,2017,7
hulkenberg,Renault,1:13.271,2017,7
kvyat,Toro Rosso,1:13.690,2017,7
alonso,McLaren,1:13.693,2017,7
sainz,Toro Rosso,1:13.756,2017,7
grosjean,Haas F1 Team,1:13.839,2017,7
jolyon_palmer,Renault,1:14.293,2017,7
vandoorne,McLaren,1:14.182,2017,7
stroll,Williams,1:14.209,2017,7
kevin_magnussen,Haas F1 Team,1:14.318,2017,7
ericsson,Sauber,1:14.495,2017,7
wehrlein,Sauber,1:14.810,2017,7
hamilton,Mercedes,1:40.593,2017,8
bottas,Mercedes,1:41.027,2017,8
raikkonen,Ferrari,1:41.693,2017,8
vettel,Ferrari,1:41.841,2017,8
max_verstappen,Red Bull,1:41.879,2017,8
perez,Force India,1:42.111,2017,8
ocon,Force India,1:42.186,2017,8
stroll,Williams,1:42.753,2017,8
massa,Williams,1:42.798,2017,8
ricciardo,Red Bull,1:43.414,2017,8
kvyat,Toro Rosso,1:43.186,2017,8
sainz,Toro Rosso,1:43.347,2017,8
kevin_magnussen,Haas F1 Team,1:43.796,2017,8
hulkenberg,Renault,1:44.267,2017,8
wehrlein,Sauber,1:44.603,2017,8
alonso,McLaren,1:44.334,2017,8
grosjean,Haas F1 Team,1:44.468,2017,8
ericsson,Sauber,1:44.795,2017,8
vandoorne,McLaren,1:45.030,2017,8
bottas,Mercedes,1:04.251,2017,9
vettel,Ferrari,1:04.293,2017,9
hamilton,Mercedes,1:04.424,2017,9
raikkonen,Ferrari,1:04.779,2017,9
ricciardo,Red Bull,1:04.896,2017,9
max_verstappen,Red Bull,1:04.983,2017,9
grosjean,Haas F1 Team,1:05.480,2017,9
perez,Force India,1:05.605,2017,9
ocon,Force India,1:05.674,2017,9
sainz,Toro Rosso,1:05.726,2017,9
hulkenberg,Renault,1:05.597,2017,9
alonso,McLaren,1:05.602,2017,9
vandoorne,McLaren,1:05.741,2017,9
kvyat,Toro Rosso,1:05.884,2017,9
kevin_magnussen,Haas F1 Team,1:06.143,2017,9
jolyon_palmer,Renault,1:06.345,2017,9
massa,Williams,1:06.534,2017,9
stroll,Williams,1:06.608,2017,9
ericsson,Sauber,1:06.857,2017,9
wehrlein,Sauber,1:07.011,2017,9
hamilton,Mercedes,1:26.600,2017,10
raikkonen,Ferrari,1:27.147,2017,10
vettel,Ferrari,1:27.356,2017,10
bottas,Mercedes,1:27.376,2017,10
max_verstappen,Red Bull,1:28.130,2017,10
hulkenberg,Renault,1:28.856,2017,10
perez,Force India,1:28.902,2017,10
ocon,Force India,1:29.074,2017,10
vandoorne,McLaren,1:29.418,2017,10
grosjean,Haas F1 Team,1:29.549,2017,10
jolyon_palmer,Renault,1:30.193,2017,10
kvyat,Toro Rosso,1:30.355,2017,10
alonso,McLaren,1:30.600,2017,10
sainz,Toro Rosso,1:31.368,2017,10
massa,Williams,1:31.482,2017,10
stroll,Williams,1:42.573,2017,10
kevin_magnussen,Haas F1 Team,1:42.577,2017,10
wehrlein,Sauber,1:42.593,2017,10
ericsson,Sauber,1:42.633,2017,10
ricciardo,Red Bull,1:42.966,2017,10
vettel,Ferrari,1:16.276,2017,11
raikkonen,Ferrari,1:16.444,2017,11
bottas,Mercedes,1:16.530,2017,11
hamilton,Mercedes,1:16.707,2017,11
max_verstappen,Red Bull,1:16.797,2017,11
ricciardo,Red Bull,1:16.818,2017,11
hulkenberg,Renault,1:17.468,2017,11
alonso,McLaren,1:17.549,2017,11
vandoorne,McLaren,1:17.894,2017,11
sainz,Toro Rosso,1:18.912,2017,11
jolyon_palmer,Renault,1:18.415,2017,11
ocon,Force India,1:18.495,2017,11
kvyat,Toro Rosso,1:18.538,2017,11
perez,Force India,1:18.639,2017,11
grosjean,Haas F1 Team,1:18.771,2017,11
kevin_magnussen,Haas F1 Team,1:19.095,2017,11
stroll,Williams,1:19.102,2017,11
wehrlein,Sauber,1:19.839,2017,11
resta,Williams,1:19.868,2017,11
ericsson,Sauber,1:19.972,2017,11
hamilton,Mercedes,1:42.553,2017,12
vettel,Ferrari,1:42.795,2017,12
bottas,Mercedes,1:43.094,2017,12
raikkonen,Ferrari,1:43.270,2017,12
max_verstappen,Red Bull,1:43.380,2017,12
ricciardo,Red Bull,1:43.863,2017,12
hulkenberg,Renault,1:44.982,2017,12
perez,Force India,1:45.244,2017,12
ocon,Force India,1:45.369,2017,12
jolyon_palmer,Renault,1:44.685,2017,12
alonso,McLaren,1:45.090,2017,12
grosjean,Haas F1 Team,1:45.133,2017,12
kevin_magnussen,Haas F1 Team,1:45.400,2017,12
sainz,Toro Rosso,1:45.439,2017,12
vandoorne,McLaren,1:45.441,2017,12
massa,Williams,1:45.823,2017,12
kvyat,Toro Rosso,1:46.028,2017,12
stroll,Williams,1:46.915,2017,12
ericsson,Sauber,1:47.214,2017,12
wehrlein,Sauber,1:47.679,2017,12
hamilton,Mercedes,1:35.554,2017,13
max_verstappen,Red Bull,1:36.702,2017,13
ricciardo,Red Bull,1:36.841,2017,13
stroll,Williams,1:37.032,2017,13
ocon,Force India,1:37.719,2017,13
bottas,Mercedes,1:37.833,2017,13
raikkonen,Ferrari,1:37.987,2017,13
vettel,Ferrari,1:38.064,2017,13
massa,Williams,1:38.251,2017,13
vandoorne,McLaren,1:39.157,2017,13
perez,Force India,1:37.582,2017,13
hulkenberg,Renault,1:38.059,2017,13
alonso,McLaren,1:38.202,2017,13
kvyat,Toro Rosso,1:38.245,2017,13
sainz,Toro Rosso,1:38.526,2017,13
kevin_magnussen,Haas F1 Team,1:40.489,2017,13
jolyon_palmer,Renault,1:40.646,2017,13
ericsson,Sauber,1:41.732,2017,13
wehrlein,Sauber,1:41.875,2017,13
grosjean,Haas F1 Team,1:43.355,2017,13
vettel,Ferrari,1:39.491,2017,14
max_verstappen,Red Bull,1:39.814,2017,14
ricciardo,Red Bull,1:39.840,2017,14
raikkonen,Ferrari,1:40.069,2017,14
hamilton,Mercedes,1:40.126,2017,14
bottas,Mercedes,1:40.810,2017,14
hulkenberg,Renault,1:41.013,2017,14
alonso,McLaren,1:41.179,2017,14
vandoorne,McLaren,1:41.398,2017,14
sainz,Toro Rosso,1:42.056,2017,14
jolyon_palmer,Renault,1:42.107,2017,14
perez,Force India,1:42.246,2017,14
kvyat,Toro Rosso,1:42.338,2017,14
ocon,Force India,1:42.760,2017,14
grosjean,Haas F1 Team,1:43.883,2017,14
kevin_magnussen,Haas F1 Team,1:43.756,2017,14
massa,Williams,1:44.014,2017,14
stroll,Williams,1:44.728,2017,14
wehrlein,Sauber,1:45.059,2017,14
ericsson,Sauber,1:45.570,2017,14
hamilton,Mercedes,1:30.076,2017,15
raikkonen,Ferrari,1:30.121,2017,15
max_verstappen,Red Bull,1:30.541,2017,15
ricciardo,Red Bull,1:30.595,2017,15
bottas,Mercedes,1:30.758,2017,15
ocon,Force India,1:31.478,2017,15
vandoorne,McLaren,1:31.582,2017,15
hulkenberg,Renault,1:31.607,2017,15
perez,Force India,1:31.658,2017,15
alonso,McLaren,1:31.704,2017,15
massa,Williams,1:32.034,2017,15
jolyon_palmer,Renault,1:32.100,2017,15
stroll,Williams,1:32.307,2017,15
sainz,Toro Rosso,1:32.402,2017,15
gasly,Toro Rosso,1:32.558,2017,15
grosjean,Haas F1 Team,1:33.308,2017,15
kevin_magnussen,Haas F1 Team,1:33.434,2017,15
wehrlein,Sauber,1:33.483,2017,15
ericsson,Sauber,1:33.970,2017,15
vettel,Ferrari,00.000,2017,15
hamilton,Mercedes,1:27.319,2017,16
bottas,Mercedes,1:27.651,2017,16
vettel,Ferrari,1:27.791,2017,16
ricciardo,Red Bull,1:28.306,2017,16
max_verstappen,Red Bull,1:28.332,2017,16
raikkonen,Ferrari,1:28.498,2017,16
ocon,Force India,1:29.111,2017,16
perez,Force India,1:29.260,2017,16
massa,Williams,1:29.480,2017,16
alonso,McLaren,1:30.687,2017,16
vandoorne,McLaren,1:29.778,2017,16
hulkenberg,Renault,1:29.879,2017,16
kevin_magnussen,Haas F1 Team,1:29.972,2017,16
jolyon_palmer,Renault,1:30.022,2017,16
sainz,Toro Rosso,1:30.413,2017,16
grosjean,Haas F1 Team,1:30.849,2017,16
gasly,Toro Rosso,1:31.317,2017,16
stroll,Williams,1:31.409,2017,16
ericsson,Sauber,1:31.597,2017,16
wehrlein,Sauber,1:31.885,2017,16
hamilton,Mercedes,1:33.108,2017,17
vettel,Ferrari,1:33.347,2017,17
bottas,Mercedes,1:33.568,2017,17
ricciardo,Red Bull,1:33.577,2017,17
raikkonen,Ferrari,1:33.577,2017,17
max_verstappen,Red Bull,1:33.658,2017,17
ocon,Force India,1:34.647,2017,17
sainz,Renault,1:34.852,2017,17
alonso,McLaren,1:35.007,2017,17
perez,Force India,1:35.148,2017,17
massa,Williams,1:35.155,2017,17
kvyat,Toro Rosso,1:35.529,2017,17
vandoorne,McLaren,1:35.641,2017,17
grosjean,Haas F1 Team,1:35.870,2017,17
hulkenberg,Renault,1:35.740,2017,17
ericsson,Sauber,1:36.842,2017,17
stroll,Williams,1:36.868,2017,17
brendon_hartley,Toro Rosso,1:36.889,2017,17
wehrlein,Sauber,1:37.179,2017,17
kevin_magnussen,Haas F1 Team,1:37.394,2017,17
vettel,Ferrari,1:16.488,2017,18
max_verstappen,Red Bull,1:16.574,2017,18
hamilton,Mercedes,1:16.934,2017,18
bottas,Mercedes,1:16.958,2017,18
raikkonen,Ferrari,1:17.238,2017,18
ocon,Force India,1:17.437,2017,18
ricciardo,Red Bull,1:17.447,2017,18
hulkenberg,Renault,1:17.466,2017,18
sainz,Renault,1:17.794,2017,18
perez,Force India,1:17.807,2017,18
massa,Williams,1:18.099,2017,18
stroll,Williams,1:19.159,2017,18
brendon_hartley,Toro Rosso,1:18.683,2017,18
alonso,McLaren,1:17.710,2017,18
vandoorne,McLaren,1:18.578,2017,18
ericsson,Sauber,1:19.176,2017,18
wehrlein,Sauber,1:19.333,2017,18
kevin_magnussen,Haas F1 Team,1:19.443,2017,18
grosjean,Haas F1 Team,1:19.473,2017,18
bottas,Mercedes,1:08.322,2017,19
vettel,Ferrari,1:08.360,2017,19
raikkonen,Ferrari,1:08.538,2017,19
max_verstappen,Red Bull,1:08.925,2017,19
ricciardo,Red Bull,1:09.330,2017,19
perez,Force India,1:09.598,2017,19
alonso,McLaren,1:09.617,2017,19
hulkenberg,Renault,1:09.703,2017,19
sainz,Renault,1:09.805,2017,19
massa,Williams,1:09.841,2017,19
ocon,Force India,1:09.830,2017,19
grosjean,Haas F1 Team,1:09.879,2017,19
vandoorne,McLaren,1:10.116,2017,19
kevin_magnussen,Haas F1 Team,1:10.154,2017,19
brendon_hartley,Toro Rosso,1:10.625,2017,19
wehrlein,Sauber,1:10.678,2017,19
gasly,Toro Rosso,1:10.686,2017,19
stroll,Williams,1:10.776,2017,19
ericsson,Sauber,1:10.875,2017,19
hamilton,Mercedes,00.000,2017,19
bottas,Mercedes,1:36.231,2017,20
hamilton,Mercedes,1:36.403,2017,20
vettel,Ferrari,1:36.777,2017,20
ricciardo,Red Bull,1:36.959,2017,20
raikkonen,Ferrari,1:36.985,2017,20
max_verstappen,Red Bull,1:37.328,2017,20
hulkenberg,Renault,1:38.282,2017,20
perez,Force India,1:38.374,2017,20
ocon,Force India,1:38.397,2017,20
massa,Williams,1:38.550,2017,20
alonso,McLaren,1:38.636,2017,20
sainz,Renault,1:38.725,2017,20
vandoorne,McLaren,1:38.808,2017,20
kevin_magnussen,Haas F1 Team,1:39.298,2017,20
stroll,Williams,1:39.646,2017,20
grosjean,Haas F1 Team,1:39.516,2017,20
gasly,Toro Rosso,1:39.724,2017,20
wehrlein,Sauber,1:39.930,2017,20
ericsson,Sauber,1:39.994,2017,20
brendon_hartley,Toro Rosso,1:40.471,2017,20
hamilton,Mercedes,1:21.164,2018,1
raikkonen,Ferrari,1:21.828,2018,1
vettel,Ferrari,1:21.838,2018,1
max_verstappen,Red Bull,1:21.879,2018,1
ricciardo,Red Bull,1:22.152,2018,1
kevin_magnussen,Haas F1 Team,1:23.187,2018,1
grosjean,Haas F1 Team,1:23.339,2018,1
hulkenberg,Renault,1:23.532,2018,1
sainz,Renault,1:23.577,2018,1
bottas,Mercedes,1:22.089,2018,1
alonso,McLaren,1:23.692,2018,1
vandoorne,McLaren,1:23.853,2018,1
perez,Force India,1:24.005,2018,1
stroll,Williams,1:24.230,2018,1
ocon,Force India,1:24.786,2018,1
brendon_hartley,Toro Rosso,1:24.532,2018,1
ericsson,Sauber,1:24.556,2018,1
leclerc,Sauber,1:24.636,2018,1
sirotkin,Williams,1:24.922,2018,1
gasly,Toro Rosso,1:25.295,2018,1
vettel,Ferrari,1:27.958,2018,2
raikkonen,Ferrari,1:28.101,2018,2
bottas,Mercedes,1:28.124,2018,2
hamilton,Mercedes,1:28.220,2018,2
ricciardo,Red Bull,1:28.398,2018,2
gasly,Toro Rosso,1:29.329,2018,2
kevin_magnussen,Haas F1 Team,1:29.358,2018,2
hulkenberg,Renault,1:29.570,2018,2
ocon,Force India,1:29.874,2018,2
sainz,Renault,1:29.986,2018,2
brendon_hartley,Toro Rosso,1:30.105,2018,2
perez,Force India,1:30.156,2018,2
alonso,McLaren,1:30.212,2018,2
vandoorne,McLaren,1:30.525,2018,2
max_verstappen,Red Bull,1:29.374,2018,2
grosjean,Haas F1 Team,1:30.530,2018,2
ericsson,Sauber,1:31.063,2018,2
sirotkin,Williams,1:31.414,2018,2
leclerc,Sauber,1:31.420,2018,2
stroll,Williams,1:31.503,2018,2
vettel,Ferrari,1:31.095,2018,3
raikkonen,Ferrari,1:31.182,2018,3
bottas,Mercedes,1:31.625,2018,3
hamilton,Mercedes,1:31.675,2018,3
max_verstappen,Red Bull,1:31.796,2018,3
ricciardo,Red Bull,1:31.948,2018,3
hulkenberg,Renault,1:32.532,2018,3
perez,Force India,1:32.758,2018,3
sainz,Renault,1:32.819,2018,3
grosjean,Haas F1 Team,1:32.855,2018,3
kevin_magnussen,Haas F1 Team,1:32.986,2018,3
ocon,Force India,1:33.057,2018,3
alonso,McLaren,1:33.232,2018,3
vandoorne,McLaren,1:33.505,2018,3
brendon_hartley,Toro Rosso,1:33.795,2018,3
sirotkin,Williams,1:34.062,2018,3
gasly,Toro Rosso,1:34.101,2018,3
stroll,Williams,1:34.285,2018,3
leclerc,Sauber,1:34.454,2018,3
ericsson,Sauber,1:34.914,2018,3
vettel,Ferrari,1:41.498,2018,4
hamilton,Mercedes,1:41.677,2018,4
bottas,Mercedes,1:41.837,2018,4
ricciardo,Red Bull,1:41.911,2018,4
max_verstappen,Red Bull,1:41.994,2018,4
raikkonen,Ferrari,1:42.490,2018,4
ocon,Force India,1:42.523,2018,4
perez,Force India,1:42.547,2018,4
hulkenberg,Renault,1:43.066,2018,4
sainz,Renault,1:43.351,2018,4
stroll,Williams,1:43.585,2018,4
sirotkin,Williams,1:43.886,2018,4
alonso,McLaren,1:44.019,2018,4
leclerc,Sauber,1:44.074,2018,4
kevin_magnussen,Haas F1 Team,1:44.759,2018,4
vandoorne,McLaren,1:44.489,2018,4
gasly,Toro Rosso,1:44.496,2018,4
ericsson,Sauber,1:45.541,2018,4
brendon_hartley,Toro Rosso,1:57.354,2018,4
grosjean,Haas F1 Team,00.000,2018,4
hamilton,Mercedes,1:16.173,2018,5
bottas,Mercedes,1:16.213,2018,5
vettel,Ferrari,1:16.305,2018,5
raikkonen,Ferrari,1:16.612,2018,5
max_verstappen,Red Bull,1:16.816,2018,5
ricciardo,Red Bull,1:16.818,2018,5
kevin_magnussen,Haas F1 Team,1:17.676,2018,5
alonso,McLaren,1:17.721,2018,5
sainz,Renault,1:17.790,2018,5
grosjean,Haas F1 Team,1:17.835,2018,5
vandoorne,McLaren,1:18.323,2018,5
gasly,Toro Rosso,1:18.463,2018,5
ocon,Force India,1:18.696,2018,5
leclerc,Sauber,1:18.910,2018,5
perez,Force India,1:19.098,2018,5
hulkenberg,Renault,1:18.923,2018,5
ericsson,Sauber,1:19.493,2018,5
sirotkin,Williams,1:19.695,2018,5
stroll,Williams,1:20.225,2018,5
brendon_hartley,Toro Rosso,00.000,2018,5
ricciardo,Red Bull,1:10.810,2018,6
vettel,Ferrari,1:11.039,2018,6
hamilton,Mercedes,1:11.232,2018,6
raikkonen,Ferrari,1:11.266,2018,6
bottas,Mercedes,1:11.441,2018,6
ocon,Force India,1:12.061,2018,6
alonso,McLaren,1:12.110,2018,6
sainz,Renault,1:12.130,2018,6
perez,Force India,1:12.154,2018,6
gasly,Toro Rosso,1:12.221,2018,6
hulkenberg,Renault,1:12.411,2018,6
vandoorne,McLaren,1:12.440,2018,6
sirotkin,Williams,1:12.521,2018,6
leclerc,Sauber,1:12.714,2018,6
grosjean,Haas F1 Team,1:12.728,2018,6
brendon_hartley,Toro Rosso,1:13.179,2018,6
ericsson,Sauber,1:13.265,2018,6
stroll,Williams,1:13.323,2018,6
kevin_magnussen,Haas F1 Team,1:13.393,2018,6
max_verstappen,Red Bull,00.000,2018,6
vettel,Ferrari,1:10.764,2018,7
bottas,Mercedes,1:10.857,2018,7
max_verstappen,Red Bull,1:10.937,2018,7
